regionCd,regionNm,siDoNm,siGunGuNm,umdNm,riNm,siDoCd,siGunGuCd,DongCd,riCd
4279033024, 강원도 화천군 상서면 장촌리,강원도,화천군,상서면,장촌리,42,790,33,24
4279033025, 강원도 화천군 상서면 파포리,강원도,화천군,상서면,파포리,42,790,33,25
4279033026, 강원도 화천군 상서면 노동리,강원도,화천군,상서면,노동리,42,790,33,26
4279033027, 강원도 화천군 상서면 부촌리,강원도,화천군,상서면,부촌리,42,790,33,27
4279033028, 강원도 화천군 상서면 산양리,강원도,화천군,상서면,산양리,42,790,33,28
4279033029, 강원도 화천군 상서면 봉오리,강원도,화천군,상서면,봉오리,42,790,33,29
4279033030, 강원도 화천군 상서면 다목리,강원도,화천군,상서면,다목리,42,790,33,30
4279033031, 강원도 화천군 상서면 마현리,강원도,화천군,상서면,마현리,42,790,33,31
4279034000, 강원도 화천군 사내면,강원도,화천군,사내면, ,42,790,34,0
4279034021, 강원도 화천군 사내면 사창리,강원도,화천군,사내면,사창리,42,790,34,21
4279034022, 강원도 화천군 사내면 광덕리,강원도,화천군,사내면,광덕리,42,790,34,22
4279034023, 강원도 화천군 사내면 명월리,강원도,화천군,사내면,명월리,42,790,34,23
4279034024, 강원도 화천군 사내면 용담리,강원도,화천군,사내면,용담리,42,790,34,24
4279034025, 강원도 화천군 사내면 삼일리,강원도,화천군,사내면,삼일리,42,790,34,25
4280000000, 강원도 양구군,강원도,양구군, , ,42,800,0,0
4280025000, 강원도 양구군 양구읍,강원도,양구군,양구읍, ,42,800,25,0
4280025021, 강원도 양구군 양구읍 상리,강원도,양구군,양구읍,상리,42,800,25,21
4280025022, 강원도 양구군 양구읍 중리,강원도,양구군,양구읍,중리,42,800,25,22
4280025023, 강원도 양구군 양구읍 하리,강원도,양구군,양구읍,하리,42,800,25,23
4280025024, 강원도 양구군 양구읍 송청리,강원도,양구군,양구읍,송청리,42,800,25,24
4280025025, 강원도 양구군 양구읍 수인리,강원도,양구군,양구읍,수인리,42,800,25,25
4280025026, 강원도 양구군 양구읍 웅진리,강원도,양구군,양구읍,웅진리,42,800,25,26
4280025027, 강원도 양구군 양구읍 석현리,강원도,양구군,양구읍,석현리,42,800,25,27
4280025028, 강원도 양구군 양구읍 공리,강원도,양구군,양구읍,공리,42,800,25,28
4280025029, 강원도 양구군 양구읍 학조리,강원도,양구군,양구읍,학조리,42,800,25,29
4280025030, 강원도 양구군 양구읍 이리,강원도,양구군,양구읍,이리,42,800,25,30
4280025031, 강원도 양구군 양구읍 안대리,강원도,양구군,양구읍,안대리,42,800,25,31
4280025032, 강원도 양구군 양구읍 정림리,강원도,양구군,양구읍,정림리,42,800,25,32
4280025033, 강원도 양구군 양구읍 동수리,강원도,양구군,양구읍,동수리,42,800,25,33
4280025034, 강원도 양구군 양구읍 고대리,강원도,양구군,양구읍,고대리,42,800,25,34
4280025035, 강원도 양구군 양구읍 죽곡리,강원도,양구군,양구읍,죽곡리,42,800,25,35
4280025036, 강원도 양구군 양구읍 한전리,강원도,양구군,양구읍,한전리,42,800,25,36
4280025037, 강원도 양구군 양구읍 도사리,강원도,양구군,양구읍,도사리,42,800,25,37
4280025038, 강원도 양구군 양구읍 공수리,강원도,양구군,양구읍,공수리,42,800,25,38
4280025039, 강원도 양구군 양구읍 군량리,강원도,양구군,양구읍,군량리,42,800,25,39
4280025040, 강원도 양구군 양구읍 월명리,강원도,양구군,양구읍,월명리,42,800,25,40
4280025041, 강원도 양구군 양구읍 상무룡리,강원도,양구군,양구읍,상무룡리,42,800,25,41
4280031500, 강원도 양구군 국토정중앙면,강원도,양구군,국토정중앙면, ,42,800,31,500
4280031521, 강원도 양구군 국토정중앙면 적리,강원도,양구군,국토정중앙면,적리,42,800,31,521
4280031522, 강원도 양구군 국토정중앙면 가오작리,강원도,양구군,국토정중앙면,가오작리,42,800,31,522
4280031523, 강원도 양구군 국토정중앙면 야촌리,강원도,양구군,국토정중앙면,야촌리,42,800,31,523
4280031524, 강원도 양구군 국토정중앙면 용하리,강원도,양구군,국토정중앙면,용하리,42,800,31,524
4280031525, 강원도 양구군 국토정중앙면 청리,강원도,양구군,국토정중앙면,청리,42,800,31,525
4280031526, 강원도 양구군 국토정중앙면 송우리,강원도,양구군,국토정중앙면,송우리,42,800,31,526
4280031527, 강원도 양구군 국토정중앙면 황강리,강원도,양구군,국토정중앙면,황강리,42,800,31,527
4280031528, 강원도 양구군 국토정중앙면 창리,강원도,양구군,국토정중앙면,창리,42,800,31,528
4280031529, 강원도 양구군 국토정중앙면 도촌리,강원도,양구군,국토정중앙면,도촌리,42,800,31,529
4280031530, 강원도 양구군 국토정중앙면 구암리,강원도,양구군,국토정중앙면,구암리,42,800,31,530
4280031531, 강원도 양구군 국토정중앙면 죽리,강원도,양구군,국토정중앙면,죽리,42,800,31,531
4280031532, 강원도 양구군 국토정중앙면 심포리,강원도,양구군,국토정중앙면,심포리,42,800,31,532
4280031533, 강원도 양구군 국토정중앙면 원리,강원도,양구군,국토정중앙면,원리,42,800,31,533
4280031534, 강원도 양구군 국토정중앙면 두무리,강원도,양구군,국토정중앙면,두무리,42,800,31,534
4280031535, 강원도 양구군 국토정중앙면 명곶리,강원도,양구군,국토정중앙면,명곶리,42,800,31,535
4280032000, 강원도 양구군 동면,강원도,양구군,동면, ,42,800,32,0
4280032021, 강원도 양구군 동면 후곡리,강원도,양구군,동면,후곡리,42,800,32,21
4280032022, 강원도 양구군 동면 지석리,강원도,양구군,동면,지석리,42,800,32,22
4280032023, 강원도 양구군 동면 원당리,강원도,양구군,동면,원당리,42,800,32,23
4280032024, 강원도 양구군 동면 덕곡리,강원도,양구군,동면,덕곡리,42,800,32,24
4280032025, 강원도 양구군 동면 임당리,강원도,양구군,동면,임당리,42,800,32,25
4280032026, 강원도 양구군 동면 팔랑리,강원도,양구군,동면,팔랑리,42,800,32,26
4280032027, 강원도 양구군 동면 월운리,강원도,양구군,동면,월운리,42,800,32,27
4280032028, 강원도 양구군 동면 비아리,강원도,양구군,동면,비아리,42,800,32,28
4280032029, 강원도 양구군 동면 사태리,강원도,양구군,동면,사태리,42,800,32,29
4280033000, 강원도 양구군 방산면,강원도,양구군,방산면, ,42,800,33,0
4280033021, 강원도 양구군 방산면 현리,강원도,양구군,방산면,현리,42,800,33,21
4280033022, 강원도 양구군 방산면 오미리,강원도,양구군,방산면,오미리,42,800,33,22
4280033023, 강원도 양구군 방산면 금악리,강원도,양구군,방산면,금악리,42,800,33,23
4280033024, 강원도 양구군 방산면 장평리,강원도,양구군,방산면,장평리,42,800,33,24
4280033025, 강원도 양구군 방산면 칠전리,강원도,양구군,방산면,칠전리,42,800,33,25
4280033026, 강원도 양구군 방산면 송현리,강원도,양구군,방산면,송현리,42,800,33,26
4280033027, 강원도 양구군 방산면 고방산리,강원도,양구군,방산면,고방산리,42,800,33,27
4280033028, 강원도 양구군 방산면 천미리,강원도,양구군,방산면,천미리,42,800,33,28
4280033029, 강원도 양구군 방산면 건솔리,강원도,양구군,방산면,건솔리,42,800,33,29
4280034000, 강원도 양구군 해안면,강원도,양구군,해안면, ,42,800,34,0
4280034021, 강원도 양구군 해안면 현리,강원도,양구군,해안면,현리,42,800,34,21
4280034022, 강원도 양구군 해안면 오유리,강원도,양구군,해안면,오유리,42,800,34,22
4280034023, 강원도 양구군 해안면 만대리,강원도,양구군,해안면,만대리,42,800,34,23
4280034024, 강원도 양구군 해안면 월산리,강원도,양구군,해안면,월산리,42,800,34,24
4280034025, 강원도 양구군 해안면 이현리,강원도,양구군,해안면,이현리,42,800,34,25
4280034026, 강원도 양구군 해안면 후리,강원도,양구군,해안면,후리,42,800,34,26
4281000000, 강원도 인제군,강원도,인제군, , ,42,810,0,0
4281025000, 강원도 인제군 인제읍,강원도,인제군,인제읍, ,42,810,25,0
4281025021, 강원도 인제군 인제읍 상동리,강원도,인제군,인제읍,상동리,42,810,25,21
4281025022, 강원도 인제군 인제읍 남북리,강원도,인제군,인제읍,남북리,42,810,25,22
4281025023, 강원도 인제군 인제읍 합강리,강원도,인제군,인제읍,합강리,42,810,25,23
4281025024, 강원도 인제군 인제읍 덕산리,강원도,인제군,인제읍,덕산리,42,810,25,24
4281025025, 강원도 인제군 인제읍 덕적리,강원도,인제군,인제읍,덕적리,42,810,25,25
4281025026, 강원도 인제군 인제읍 원대리,강원도,인제군,인제읍,원대리,42,810,25,26
4281025027, 강원도 인제군 인제읍 귀둔리,강원도,인제군,인제읍,귀둔리,42,810,25,27
4281025028, 강원도 인제군 인제읍 가아리,강원도,인제군,인제읍,가아리,42,810,25,28
4281025029, 강원도 인제군 인제읍 가리산리,강원도,인제군,인제읍,가리산리,42,810,25,29
4281025030, 강원도 인제군 인제읍 하추리,강원도,인제군,인제읍,하추리,42,810,25,30
4281025031, 강원도 인제군 인제읍 고사리,강원도,인제군,인제읍,고사리,42,810,25,31
4281031000, 강원도 인제군 남면,강원도,인제군,남면, ,42,810,31,0
4281031021, 강원도 인제군 남면 신남리,강원도,인제군,남면,신남리,42,810,31,21
4281031022, 강원도 인제군 남면 신풍리,강원도,인제군,남면,신풍리,42,810,31,22
4281031023, 강원도 인제군 남면 어론리,강원도,인제군,남면,어론리,42,810,31,23
4281031024, 강원도 인제군 남면 부평리,강원도,인제군,남면,부평리,42,810,31,24
4281031025, 강원도 인제군 남면 갑둔리,강원도,인제군,남면,갑둔리,42,810,31,25
4281031026, 강원도 인제군 남면 정자리,강원도,인제군,남면,정자리,42,810,31,26
4281031027, 강원도 인제군 남면 남전리,강원도,인제군,남면,남전리,42,810,31,27
4281031028, 강원도 인제군 남면 관대리,강원도,인제군,남면,관대리,42,810,31,28
4281031029, 강원도 인제군 남면 신월리,강원도,인제군,남면,신월리,42,810,31,29
4281031030, 강원도 인제군 남면 상수내리,강원도,인제군,남면,상수내리,42,810,31,30
4281031031, 강원도 인제군 남면 하수내리,강원도,인제군,남면,하수내리,42,810,31,31
4281031032, 강원도 인제군 남면 수산리,강원도,인제군,남면,수산리,42,810,31,32
4281031033, 강원도 인제군 남면 소치리,강원도,인제군,남면,소치리,42,810,31,33
4281032000, 강원도 인제군 북면,강원도,인제군,북면, ,42,810,32,0
4281032021, 강원도 인제군 북면 원통리,강원도,인제군,북면,원통리,42,810,32,21
4281032022, 강원도 인제군 북면 월학리,강원도,인제군,북면,월학리,42,810,32,22
4281032023, 강원도 인제군 북면 한계리,강원도,인제군,북면,한계리,42,810,32,23
4281032024, 강원도 인제군 북면 용대리,강원도,인제군,북면,용대리,42,810,32,24
4281033000, 강원도 인제군 기린면,강원도,인제군,기린면, ,42,810,33,0
4281033021, 강원도 인제군 기린면 현리,강원도,인제군,기린면,현리,42,810,33,21
4281033022, 강원도 인제군 기린면 북리,강원도,인제군,기린면,북리,42,810,33,22
4281033023, 강원도 인제군 기린면 서리,강원도,인제군,기린면,서리,42,810,33,23
4281033024, 강원도 인제군 기린면 방동리,강원도,인제군,기린면,방동리,42,810,33,24
4281033025, 강원도 인제군 기린면 진동리,강원도,인제군,기린면,진동리,42,810,33,25
4281034000, 강원도 인제군 서화면,강원도,인제군,서화면, ,42,810,34,0
4281034021, 강원도 인제군 서화면 천도리,강원도,인제군,서화면,천도리,42,810,34,21
4281034022, 강원도 인제군 서화면 서흥리,강원도,인제군,서화면,서흥리,42,810,34,22
4281034023, 강원도 인제군 서화면 서화리,강원도,인제군,서화면,서화리,42,810,34,23
4281034024, 강원도 인제군 서화면 가전리,강원도,인제군,서화면,가전리,42,810,34,24
4281034025, 강원도 인제군 서화면 심적리,강원도,인제군,서화면,심적리,42,810,34,25
4281034026, 강원도 인제군 서화면 서희리,강원도,인제군,서화면,서희리,42,810,34,26
4281034027, 강원도 인제군 서화면 장승리,강원도,인제군,서화면,장승리,42,810,34,27
4281035000, 강원도 인제군 상남면,강원도,인제군,상남면, ,42,810,35,0
4281035021, 강원도 인제군 상남면 상남리,강원도,인제군,상남면,상남리,42,810,35,21
4281035022, 강원도 인제군 상남면 하남리,강원도,인제군,상남면,하남리,42,810,35,22
4281035023, 강원도 인제군 상남면 미산리,강원도,인제군,상남면,미산리,42,810,35,23
4281035024, 강원도 인제군 상남면 김부리,강원도,인제군,상남면,김부리,42,810,35,24
4282000000, 강원도 고성군,강원도,고성군, , ,42,820,0,0
4282025000, 강원도 고성군 간성읍,강원도,고성군,간성읍, ,42,820,25,0
4282025021, 강원도 고성군 간성읍 하리,강원도,고성군,간성읍,하리,42,820,25,21
4282025022, 강원도 고성군 간성읍 신안리,강원도,고성군,간성읍,신안리,42,820,25,22
4282025023, 강원도 고성군 간성읍 동호리,강원도,고성군,간성읍,동호리,42,820,25,23
4282025024, 강원도 고성군 간성읍 봉호리,강원도,고성군,간성읍,봉호리,42,820,25,24
4282025025, 강원도 고성군 간성읍 상리,강원도,고성군,간성읍,상리,42,820,25,25
4282025026, 강원도 고성군 간성읍 간촌리,강원도,고성군,간성읍,간촌리,42,820,25,26
4282025027, 강원도 고성군 간성읍 교동리,강원도,고성군,간성읍,교동리,42,820,25,27
4282025028, 강원도 고성군 간성읍 해상리,강원도,고성군,간성읍,해상리,42,820,25,28
4282025029, 강원도 고성군 간성읍 광산리,강원도,고성군,간성읍,광산리,42,820,25,29
4282025030, 강원도 고성군 간성읍 어천리,강원도,고성군,간성읍,어천리,42,820,25,30
4282025031, 강원도 고성군 간성읍 장신리,강원도,고성군,간성읍,장신리,42,820,25,31
4282025032, 강원도 고성군 간성읍 진부리,강원도,고성군,간성읍,진부리,42,820,25,32
4282025033, 강원도 고성군 간성읍 탑동리,강원도,고성군,간성읍,탑동리,42,820,25,33
4282025034, 강원도 고성군 간성읍 선유실리,강원도,고성군,간성읍,선유실리,42,820,25,34
4282025035, 강원도 고성군 간성읍 금수리,강원도,고성군,간성읍,금수리,42,820,25,35
4282025036, 강원도 고성군 간성읍 탑현리,강원도,고성군,간성읍,탑현리,42,820,25,36
4282025037, 강원도 고성군 간성읍 흘리,강원도,고성군,간성읍,흘리,42,820,25,37
4282025300, 강원도 고성군 거진읍,강원도,고성군,거진읍, ,42,820,25,300
4282025321, 강원도 고성군 거진읍 거진리,강원도,고성군,거진읍,거진리,42,820,25,321
4282025322, 강원도 고성군 거진읍 화포리,강원도,고성군,거진읍,화포리,42,820,25,322
4282025323, 강원도 고성군 거진읍 원당리,강원도,고성군,거진읍,원당리,42,820,25,323
4282025324, 강원도 고성군 거진읍 송정리,강원도,고성군,거진읍,송정리,42,820,25,324
4282025325, 강원도 고성군 거진읍 용하리,강원도,고성군,거진읍,용하리,42,820,25,325
4282025326, 강원도 고성군 거진읍 산북리,강원도,고성군,거진읍,산북리,42,820,25,326
4282025327, 강원도 고성군 거진읍 송강리,강원도,고성군,거진읍,송강리,42,820,25,327
4282025328, 강원도 고성군 거진읍 석문리,강원도,고성군,거진읍,석문리,42,820,25,328
4282025329, 강원도 고성군 거진읍 초계리,강원도,고성군,거진읍,초계리,42,820,25,329
4282025330, 강원도 고성군 거진읍 대대리,강원도,고성군,거진읍,대대리,42,820,25,330
4282025331, 강원도 고성군 거진읍 송죽리,강원도,고성군,거진읍,송죽리,42,820,25,331
4282025332, 강원도 고성군 거진읍 반암리,강원도,고성군,거진읍,반암리,42,820,25,332
4282025333, 강원도 고성군 거진읍 송포리,강원도,고성군,거진읍,송포리,42,820,25,333
4282025334, 강원도 고성군 거진읍 봉평리,강원도,고성군,거진읍,봉평리,42,820,25,334
4282025335, 강원도 고성군 거진읍 냉천리,강원도,고성군,거진읍,냉천리,42,820,25,335
4282025336, 강원도 고성군 거진읍 오정리,강원도,고성군,거진읍,오정리,42,820,25,336
4282025337, 강원도 고성군 거진읍 자산리,강원도,고성군,거진읍,자산리,42,820,25,337
4282031000, 강원도 고성군 현내면,강원도,고성군,현내면, ,42,820,31,0
4282031021, 강원도 고성군 현내면 대진리,강원도,고성군,현내면,대진리,42,820,31,21
4282031022, 강원도 고성군 현내면 철통리,강원도,고성군,현내면,철통리,42,820,31,22
4282031023, 강원도 고성군 현내면 초도리,강원도,고성군,현내면,초도리,42,820,31,23
4282031024, 강원도 고성군 현내면 죽정리,강원도,고성군,현내면,죽정리,42,820,31,24
4282031025, 강원도 고성군 현내면 산학리,강원도,고성군,현내면,산학리,42,820,31,25
4282031026, 강원도 고성군 현내면 화곡리,강원도,고성군,현내면,화곡리,42,820,31,26
4282031027, 강원도 고성군 현내면 마달리,강원도,고성군,현내면,마달리,42,820,31,27
4282031028, 강원도 고성군 현내면 마차진리,강원도,고성군,현내면,마차진리,42,820,31,28
4282031029, 강원도 고성군 현내면 명파리,강원도,고성군,현내면,명파리,42,820,31,29
4282031030, 강원도 고성군 현내면 배봉리,강원도,고성군,현내면,배봉리,42,820,31,30
4282031032, 강원도 고성군 현내면 검장리,강원도,고성군,현내면,검장리,42,820,31,32
4282031033, 강원도 고성군 현내면 사천리,강원도,고성군,현내면,사천리,42,820,31,33
4282031034, 강원도 고성군 현내면 송현리,강원도,고성군,현내면,송현리,42,820,31,34
4282031035, 강원도 고성군 현내면 명호리,강원도,고성군,현내면,명호리,42,820,31,35
4282031036, 강원도 고성군 현내면 송도진리,강원도,고성군,현내면,송도진리,42,820,31,36
4282031037, 강원도 고성군 현내면 제진리,강원도,고성군,현내면,제진리,42,820,31,37
4282031038, 강원도 고성군 현내면 대강리,강원도,고성군,현내면,대강리,42,820,31,38
4282032000, 강원도 고성군 죽왕면,강원도,고성군,죽왕면, ,42,820,32,0
4282032021, 강원도 고성군 죽왕면 오호리,강원도,고성군,죽왕면,오호리,42,820,32,21
4282032022, 강원도 고성군 죽왕면 향목리,강원도,고성군,죽왕면,향목리,42,820,32,22
4282032023, 강원도 고성군 죽왕면 가진리,강원도,고성군,죽왕면,가진리,42,820,32,23
4282032024, 강원도 고성군 죽왕면 공현진리,강원도,고성군,죽왕면,공현진리,42,820,32,24
4282032025, 강원도 고성군 죽왕면 오봉리,강원도,고성군,죽왕면,오봉리,42,820,32,25
4282032026, 강원도 고성군 죽왕면 인정리,강원도,고성군,죽왕면,인정리,42,820,32,26
4282032027, 강원도 고성군 죽왕면 구성리,강원도,고성군,죽왕면,구성리,42,820,32,27
4282032028, 강원도 고성군 죽왕면 마좌리,강원도,고성군,죽왕면,마좌리,42,820,32,28
4282032029, 강원도 고성군 죽왕면 삼포리,강원도,고성군,죽왕면,삼포리,42,820,32,29
4282032030, 강원도 고성군 죽왕면 야촌리,강원도,고성군,죽왕면,야촌리,42,820,32,30
4282032031, 강원도 고성군 죽왕면 문암진리,강원도,고성군,죽왕면,문암진리,42,820,32,31
4282032032, 강원도 고성군 죽왕면 송암리,강원도,고성군,죽왕면,송암리,42,820,32,32
4282033000, 강원도 고성군 토성면,강원도,고성군,토성면, ,42,820,33,0
4282033021, 강원도 고성군 토성면 천진리,강원도,고성군,토성면,천진리,42,820,33,21
4282033022, 강원도 고성군 토성면 청간리,강원도,고성군,토성면,청간리,42,820,33,22
4282033023, 강원도 고성군 토성면 아야진리,강원도,고성군,토성면,아야진리,42,820,33,23
4282033024, 강원도 고성군 토성면 교암리,강원도,고성군,토성면,교암리,42,820,33,24
4282033025, 강원도 고성군 토성면 백촌리,강원도,고성군,토성면,백촌리,42,820,33,25
4282033026, 강원도 고성군 토성면 운봉리,강원도,고성군,토성면,운봉리,42,820,33,26
4282033027, 강원도 고성군 토성면 학야리,강원도,고성군,토성면,학야리,42,820,33,27
4282033028, 강원도 고성군 토성면 도원리,강원도,고성군,토성면,도원리,42,820,33,28
4282033029, 강원도 고성군 토성면 용암리,강원도,고성군,토성면,용암리,42,820,33,29
4282033030, 강원도 고성군 토성면 신평리,강원도,고성군,토성면,신평리,42,820,33,30
4282033031, 강원도 고성군 토성면 인흥리,강원도,고성군,토성면,인흥리,42,820,33,31
4282033032, 강원도 고성군 토성면 성천리,강원도,고성군,토성면,성천리,42,820,33,32
4282033033, 강원도 고성군 토성면 원암리,강원도,고성군,토성면,원암리,42,820,33,33
4282033034, 강원도 고성군 토성면 용촌리,강원도,고성군,토성면,용촌리,42,820,33,34
4282033035, 강원도 고성군 토성면 봉포리,강원도,고성군,토성면,봉포리,42,820,33,35
4282033036, 강원도 고성군 토성면 성대리,강원도,고성군,토성면,성대리,42,820,33,36
4282033037, 강원도 고성군 토성면 금화정리,강원도,고성군,토성면,금화정리,42,820,33,37
4282034000, 강원도 고성군 수동면,강원도,고성군,수동면, ,42,820,34,0
4282034021, 강원도 고성군 수동면 신대리,강원도,고성군,수동면,신대리,42,820,34,21
4282034022, 강원도 고성군 수동면 외면리,강원도,고성군,수동면,외면리,42,820,34,22
4282034023, 강원도 고성군 수동면 덕산리,강원도,고성군,수동면,덕산리,42,820,34,23
4282034024, 강원도 고성군 수동면 사비리,강원도,고성군,수동면,사비리,42,820,34,24
4282034025, 강원도 고성군 수동면 고미성리,강원도,고성군,수동면,고미성리,42,820,34,25
4282034026, 강원도 고성군 수동면 신탄리,강원도,고성군,수동면,신탄리,42,820,34,26
4282034027, 강원도 고성군 수동면 사천리,강원도,고성군,수동면,사천리,42,820,34,27
4282034028, 강원도 고성군 수동면 상원리,강원도,고성군,수동면,상원리,42,820,34,28
4283000000, 강원도 양양군,강원도,양양군, , ,42,830,0,0
4283025000, 강원도 양양군 양양읍,강원도,양양군,양양읍, ,42,830,25,0
4283025021, 강원도 양양군 양양읍 남문리,강원도,양양군,양양읍,남문리,42,830,25,21
4283025022, 강원도 양양군 양양읍 구교리,강원도,양양군,양양읍,구교리,42,830,25,22
4283025023, 강원도 양양군 양양읍 성내리,강원도,양양군,양양읍,성내리,42,830,25,23
4283025024, 강원도 양양군 양양읍 군행리,강원도,양양군,양양읍,군행리,42,830,25,24
4283025025, 강원도 양양군 양양읍 연창리,강원도,양양군,양양읍,연창리,42,830,25,25
4283025026, 강원도 양양군 양양읍 청곡리,강원도,양양군,양양읍,청곡리,42,830,25,26
4283025027, 강원도 양양군 양양읍 송암리,강원도,양양군,양양읍,송암리,42,830,25,27
4283025028, 강원도 양양군 양양읍 월리,강원도,양양군,양양읍,월리,42,830,25,28
4283025029, 강원도 양양군 양양읍 조산리,강원도,양양군,양양읍,조산리,42,830,25,29
4283025030, 강원도 양양군 양양읍 사천리,강원도,양양군,양양읍,사천리,42,830,25,30
4283025031, 강원도 양양군 양양읍 포월리,강원도,양양군,양양읍,포월리,42,830,25,31
4283025032, 강원도 양양군 양양읍 기리,강원도,양양군,양양읍,기리,42,830,25,32
4283025033, 강원도 양양군 양양읍 정손리,강원도,양양군,양양읍,정손리,42,830,25,33
4283025034, 강원도 양양군 양양읍 감곡리,강원도,양양군,양양읍,감곡리,42,830,25,34
4283025035, 강원도 양양군 양양읍 서문리,강원도,양양군,양양읍,서문리,42,830,25,35
4283025036, 강원도 양양군 양양읍 내곡리,강원도,양양군,양양읍,내곡리,42,830,25,36
4283025037, 강원도 양양군 양양읍 임천리,강원도,양양군,양양읍,임천리,42,830,25,37
4283025038, 강원도 양양군 양양읍 거마리,강원도,양양군,양양읍,거마리,42,830,25,38
4283025039, 강원도 양양군 양양읍 화일리,강원도,양양군,양양읍,화일리,42,830,25,39
4283031000, 강원도 양양군 서면,강원도,양양군,서면, ,42,830,31,0
4283031021, 강원도 양양군 서면 갈천리,강원도,양양군,서면,갈천리,42,830,31,21
4283031022, 강원도 양양군 서면 수리,강원도,양양군,서면,수리,42,830,31,22
4283031023, 강원도 양양군 서면 논화리,강원도,양양군,서면,논화리,42,830,31,23
4283031024, 강원도 양양군 서면 용소리,강원도,양양군,서면,용소리,42,830,31,24
4283031025, 강원도 양양군 서면 내현리,강원도,양양군,서면,내현리,42,830,31,25
4283031026, 강원도 양양군 서면 용천리,강원도,양양군,서면,용천리,42,830,31,26
4283031027, 강원도 양양군 서면 북평리,강원도,양양군,서면,북평리,42,830,31,27
4283031028, 강원도 양양군 서면 범부리,강원도,양양군,서면,범부리,42,830,31,28
4283031029, 강원도 양양군 서면 상평리,강원도,양양군,서면,상평리,42,830,31,29
4283031030, 강원도 양양군 서면 장승리,강원도,양양군,서면,장승리,42,830,31,30
4283031031, 강원도 양양군 서면 서선리,강원도,양양군,서면,서선리,42,830,31,31
4283031032, 강원도 양양군 서면 가라피리,강원도,양양군,서면,가라피리,42,830,31,32
4283031033, 강원도 양양군 서면 오색리,강원도,양양군,서면,오색리,42,830,31,33
4283031034, 강원도 양양군 서면 영덕리,강원도,양양군,서면,영덕리,42,830,31,34
4283031035, 강원도 양양군 서면 서림리,강원도,양양군,서면,서림리,42,830,31,35
4283031036, 강원도 양양군 서면 미천리,강원도,양양군,서면,미천리,42,830,31,36
4283031037, 강원도 양양군 서면 북암리,강원도,양양군,서면,북암리,42,830,31,37
4283031038, 강원도 양양군 서면 송천리,강원도,양양군,서면,송천리,42,830,31,38
4283031039, 강원도 양양군 서면 송어리,강원도,양양군,서면,송어리,42,830,31,39
4283031040, 강원도 양양군 서면 공수전리,강원도,양양군,서면,공수전리,42,830,31,40
4283032000, 강원도 양양군 손양면,강원도,양양군,손양면, ,42,830,32,0
4283032021, 강원도 양양군 손양면 동호리,강원도,양양군,손양면,동호리,42,830,32,21
4283032022, 강원도 양양군 손양면 금강리,강원도,양양군,손양면,금강리,42,830,32,22
4283032023, 강원도 양양군 손양면 송전리,강원도,양양군,손양면,송전리,42,830,32,23
4283032024, 강원도 양양군 손양면 가평리,강원도,양양군,손양면,가평리,42,830,32,24
4283032025, 강원도 양양군 손양면 오산리,강원도,양양군,손양면,오산리,42,830,32,25
4283032026, 강원도 양양군 손양면 삽존리,강원도,양양군,손양면,삽존리,42,830,32,26
4283032027, 강원도 양양군 손양면 석계리,강원도,양양군,손양면,석계리,42,830,32,27
4283032028, 강원도 양양군 손양면 학포리,강원도,양양군,손양면,학포리,42,830,32,28
4283032029, 강원도 양양군 손양면 수여리,강원도,양양군,손양면,수여리,42,830,32,29
4283032030, 강원도 양양군 손양면 상양혈리,강원도,양양군,손양면,상양혈리,42,830,32,30
4283032031, 강원도 양양군 손양면 하양혈리,강원도,양양군,손양면,하양혈리,42,830,32,31
4283032032, 강원도 양양군 손양면 부소치리,강원도,양양군,손양면,부소치리,42,830,32,32
4283032033, 강원도 양양군 손양면 수산리,강원도,양양군,손양면,수산리,42,830,32,33
4283032034, 강원도 양양군 손양면 와리,강원도,양양군,손양면,와리,42,830,32,34
4283032035, 강원도 양양군 손양면 간리,강원도,양양군,손양면,간리,42,830,32,35
4283032036, 강원도 양양군 손양면 상왕도리,강원도,양양군,손양면,상왕도리,42,830,32,36
4283032037, 강원도 양양군 손양면 하왕도리,강원도,양양군,손양면,하왕도리,42,830,32,37
4283032038, 강원도 양양군 손양면 도화리,강원도,양양군,손양면,도화리,42,830,32,38
4283032039, 강원도 양양군 손양면 송현리,강원도,양양군,손양면,송현리,42,830,32,39
4283032040, 강원도 양양군 손양면 주리,강원도,양양군,손양면,주리,42,830,32,40
4283032041, 강원도 양양군 손양면 여운포리,강원도,양양군,손양면,여운포리,42,830,32,41
4283032042, 강원도 양양군 손양면 상운리,강원도,양양군,손양면,상운리,42,830,32,42
4283032043, 강원도 양양군 손양면 밀양리,강원도,양양군,손양면,밀양리,42,830,32,43
4283032044, 강원도 양양군 손양면 우암리,강원도,양양군,손양면,우암리,42,830,32,44
4283033000, 강원도 양양군 현북면,강원도,양양군,현북면, ,42,830,33,0
4283033021, 강원도 양양군 현북면 잔교리,강원도,양양군,현북면,잔교리,42,830,33,21
4283033022, 강원도 양양군 현북면 기사문리,강원도,양양군,현북면,기사문리,42,830,33,22
4283033023, 강원도 양양군 현북면 명지리,강원도,양양군,현북면,명지리,42,830,33,23
4283033024, 강원도 양양군 현북면 장리,강원도,양양군,현북면,장리,42,830,33,24
